"","name","ID","sigma","beta"
"724","Jacobson Lake",20,0.03,24
"725","Jacobson Lake",21,0.03,25
"726","Jacobson Lake",22,0.03,26
"727","Jacobson Lake",23,0.03,27
"728","Jacobson Lake",24,0.03,28
"729","Jacobson Lake",25,0.03,29
"730","Jacobson Lake",26,0.03,30
"731","Jacobson Lake",27,0.03,31
"732","Jacobson Lake",28,0.03,32
"733","Jacobson Lake",29,0.03,33
"734","Jacobson Lake",30,0.03,34
"735","Jacobson Lake",31,0.03,35
"736","Jacobson Lake",32,0.03,36
"737","Jacobson Lake",33,0.03,37
"738","Jacobson Lake",34,0.03,38
"739","Jacobson Lake",35,0.03,39
"740","Jacobson Lake",36,0.03,40
"741","Jacobson Lake",37,0.03,41
"742","Jacobson Lake",38,0.03,42
"743","Jacobson Lake",39,0.03,43
"744","Jacobson Lake",40,0.03,44
"745","Jacobson Lake",41,0.03,45
"746","Jacobson Lake",42,0.03,46
"747","Jacobson Lake",43,0.03,47
"748","Jacobson Lake",44,0.03,48
"749","Jacobson Lake",45,0.03,49
"750","Jacobson Lake",46,0.03,50
"751","Kellys Hollow",47,0.03,1
"752","Kellys Hollow",48,0.03,2
"753","Kellys Hollow",49,0.03,3
"754","Kellys Hollow",50,0.03,4
"755","Kellys Hollow",51,0.03,5
"756","Kellys Hollow",52,0.03,6
"757","Kellys Hollow",53,0.03,7
"758","Kellys Hollow",54,0.03,8
"759","Kellys Hollow",55,0.03,9
"760","Kellys Hollow",56,0.03,10
"761","Kellys Hollow",57,0.03,11
"762","Kellys Hollow",58,0.03,12
"763","Kellys Hollow",59,0.03,13
"764","Kellys Hollow",60,0.03,14
"765","Kellys Hollow",61,0.03,15
"766","Kellys Hollow",62,0.03,16
"767","Kellys Hollow",63,0.03,17
"768","Kellys Hollow",64,0.03,18
"769","Kellys Hollow",1,0.03,19
"770","Kellys Hollow",2,0.03,20
"771","Kellys Hollow",3,0.03,21
"772","Kellys Hollow",4,0.03,22
"773","Kellys Hollow",5,0.03,23
"774","Kellys Hollow",6,0.03,24
"775","Kellys Hollow",7,0.03,25
"776","Kellys Hollow",8,0.03,26
"777","Kellys Hollow",9,0.03,27
"778","Kellys Hollow",10,0.03,28
"779","Kellys Hollow",11,0.03,29
"780","Kellys Hollow",12,0.03,30
"781","Kellys Hollow",13,0.03,31
"782","Kellys Hollow",14,0.03,32
"783","Kellys Hollow",15,0.03,33
"784","Kellys Hollow",16,0.03,34
"785","Kellys Hollow",17,0.03,35
"786","Kellys Hollow",18,0.03,36
"787","Kellys Hollow",19,0.03,37
"788","Kellys Hollow",20,0.03,38
"789","Kellys Hollow",21,0.03,39
"790","Kellys Hollow",22,0.03,40
"791","Kellys Hollow",23,0.03,41
"792","Kellys Hollow",24,0.03,42
"793","Kellys Hollow",25,0.03,43
"794","Kellys Hollow",26,0.03,44
"795","Kellys Hollow",27,0.03,45
"796","Kellys Hollow",28,0.03,46
"797","Kellys Hollow",29,0.03,47
"798","Kellys Hollow",30,0.03,48
"799","Kellys Hollow",31,0.03,49
"800","Kellys Hollow",32,0.03,50
"801","Kellners Lake",33,0.03,1
"802","Kellners Lake",34,0.03,2
"803","Kellners Lake",35,0.03,3
"804","Kellners Lake",36,0.03,4
"805","Kellners Lake",37,0.03,5
"806","Kellners Lake",38,0.03,6
"807","Kellners Lake",39,0.03,7
"808","Kellners Lake",40,0.03,8
"809","Kellners Lake",41,0.03,9
"810","Kellners Lake",42,0.03,10
"811","Kellners Lake",43,0.03,11
"812","Kellners Lake",44,0.03,12
"813","Kellners Lake",45,0.03,13
"814","Kellners Lake",46,0.03,14
"815","Kellners Lake",47,0.03,15
"816","Kellners Lake",48,0.03,16
"817","Kellners Lake",49,0.03,17
"818","Kellners Lake",50,0.03,18
"819","Kellners Lake",51,0.03,19
"820","Kellners Lake",52,0.03,20
"821","Kellners Lake",53,0.03,21
"822","Kellners Lake",54,0.03,22
"823","Kellners Lake",55,0.03,23
"824","Kellners Lake",56,0.03,24
"825","Kellners Lake",57,0.03,25
"826","Kellners Lake",58,0.03,26
"827","Kellners Lake",59,0.03,27
"828","Kellners Lake",60,0.03,28
"829","Kellners Lake",61,0.03,29
"830","Kellners Lake",62,0.03,30
"831","Kellners Lake",63,0.03,31
"832","Kellners Lake",64,0.03,32
"833","Kellners Lake",1,0.03,33
"834","Kellners Lake",2,0.03,34
"835","Kellners Lake",3,0.03,35
"836","Kellners Lake",4,0.03,36
"837","Kellners Lake",5,0.03,37
"838","Kellners Lake",6,0.03,38
"839","Kellners Lake",7,0.03,39
"840","Kellners Lake",8,0.03,40
"841","Kellners Lake",9,0.03,41
"842","Kellners Lake",10,0.03,42
"843","Kellners Lake",11,0.03,43
"844","Kellners Lake",12,0.03,44
"845","Kellners Lake",13,0.03,45
"846","Kellners Lake",14,0.03,46
"847","Kellners Lake",15,0.03,47
"848","Kellners Lake",16,0.03,48
"849","Kellners Lake",17,0.03,49
"850","Kellners Lake",18,0.03,50
"851","Kirchner Marsh",19,0.03,1
"852","Kirchner Marsh",20,0.03,2
"853","Kirchner Marsh",21,0.03,3
"854","Kirchner Marsh",22,0.03,4
"855","Kirchner Marsh",23,0.03,5
"856","Kirchner Marsh",24,0.03,6
"857","Kirchner Marsh",25,0.03,7
"858","Kirchner Marsh",26,0.03,8
"859","Kirchner Marsh",27,0.03,9
"860","Kirchner Marsh",28,0.03,10
"861","Kirchner Marsh",29,0.03,11
"862","Kirchner Marsh",30,0.03,12
"863","Kirchner Marsh",31,0.03,13
"864","Kirchner Marsh",32,0.03,14
"865","Kirchner Marsh",33,0.03,15
"866","Kirchner Marsh",34,0.03,16
"867","Kirchner Marsh",35,0.03,17
"868","Kirchner Marsh",36,0.03,18
"869","Kirchner Marsh",37,0.03,19
"870","Kirchner Marsh",38,0.03,20
"871","Kirchner Marsh",39,0.03,21
"872","Kirchner Marsh",40,0.03,22
"873","Kirchner Marsh",41,0.03,23
"874","Kirchner Marsh",42,0.03,24
"875","Kirchner Marsh",43,0.03,25
"876","Kirchner Marsh",44,0.03,26
"877","Kirchner Marsh",45,0.03,27
"878","Kirchner Marsh",46,0.03,28
"879","Kirchner Marsh",47,0.03,29
"880","Kirchner Marsh",48,0.03,30
"881","Kirchner Marsh",49,0.03,31
"882","Kirchner Marsh",50,0.03,32
"883","Kirchner Marsh",51,0.03,33
"884","Kirchner Marsh",52,0.03,34
"885","Kirchner Marsh",53,0.03,35
"886","Kirchner Marsh",54,0.03,36
"887","Kirchner Marsh",55,0.03,37
"888","Kirchner Marsh",56,0.03,38
"889","Kirchner Marsh",57,0.03,39
"890","Kirchner Marsh",58,0.03,40
"891","Kirchner Marsh",59,0.03,41
"892","Kirchner Marsh",60,0.03,42
"893","Kirchner Marsh",61,0.03,43
"894","Kirchner Marsh",62,0.03,44
"895","Kirchner Marsh",63,0.03,45
"896","Kirchner Marsh",64,0.03,46
"897","Kirchner Marsh",1,0.03,47
"898","Kirchner Marsh",2,0.03,48
"899","Kirchner Marsh",3,0.03,49
"900","Kirchner Marsh",4,0.03,50
"901","Kitchner Lake",5,0.03,1
"902","Kitchner Lake",6,0.03,2
"903","Kitchner Lake",7,0.03,3
"904","Kitchner Lake",8,0.03,4
"905","Kitchner Lake",9,0.03,5
"906","Kitchner Lake",10,0.03,6
"907","Kitchner Lake",11,0.03,7
"908","Kitchner Lake",12,0.03,8
"909","Kitchner Lake",13,0.03,9
"910","Kitchner Lake",14,0.03,10
"911","Kitchner Lake",15,0.03,11
"912","Kitchner Lake",16,0.03,12
"913","Kitchner Lake",17,0.03,13
"914","Kitchner Lake",18,0.03,14
"915","Kitchner Lake",19,0.03,15
"916","Kitchner Lake",20,0.03,16
"917","Kitchner Lake",21,0.03,17
"918","Kitchner Lake",22,0.03,18
"919","Kitchner Lake",23,0.03,19
"920","Kitchner Lake",24,0.03,20
"921","Kitchner Lake",25,0.03,21
"922","Kitchner Lake",26,0.03,22
"923","Kitchner Lake",27,0.03,23
"924","Kitchner Lake",28,0.03,24
"925","Kitchner Lake",29,0.03,25
"926","Kitchner Lake",30,0.03,26
"927","Kitchner Lake",31,0.03,27
"928","Kitchner Lake",32,0.03,28
"929","Kitchner Lake",33,0.03,29
"930","Kitchner Lake",34,0.03,30
"931","Kitchner Lake",35,0.03,31
"932","Kitchner Lake",36,0.03,32
"933","Kitchner Lake",37,0.03,33
"934","Kitchner Lake",38,0.03,34
"935","Kitchner Lake",39,0.03,35
"936","Kitchner Lake",40,0.03,36
"937","Kitchner Lake",41,0.03,37
"938","Kitchner Lake",42,0.03,38
"939","Kitchner Lake",43,0.03,39
"940","Kitchner Lake",44,0.03,40
"941","Kitchner Lake",45,0.03,41
"942","Kitchner Lake",46,0.03,42
"943","Kitchner Lake",47,0.03,43
"944","Kitchner Lake",48,0.03,44
"945","Kitchner Lake",49,0.03,45
"946","Kitchner Lake",50,0.03,46
"947","Kitchner Lake",51,0.03,47
"948","Kitchner Lake",52,0.03,48
"949","Kitchner Lake",53,0.03,49
"950","Kitchner Lake",54,0.03,50
"951","Kotiranta Lake",55,0.03,1
"952","Kotiranta Lake",56,0.03,2
"953","Kotiranta Lake",57,0.03,3
"954","Kotiranta Lake",58,0.03,4
"955","Kotiranta Lake",59,0.03,5
"956","Kotiranta Lake",60,0.03,6
"957","Kotiranta Lake",61,0.03,7
"958","Kotiranta Lake",62,0.03,8
"959","Kotiranta Lake",63,0.03,9
"960","Kotiranta Lake",64,0.03,10
"961","Kotiranta Lake",1,0.03,11
"962","Kotiranta Lake",2,0.03,12
"963","Kotiranta Lake",3,0.03,13
"964","Kotiranta Lake",4,0.03,14
"965","Kotiranta Lake",5,0.03,15
"966","Kotiranta Lake",6,0.03,16
"967","Kotiranta Lake",7,0.03,17
"968","Kotiranta Lake",8,0.03,18
"969","Kotiranta Lake",9,0.03,19
"970","Kotiranta Lake",10,0.03,20
"971","Kotiranta Lake",11,0.03,21
"972","Kotiranta Lake",12,0.03,22
"973","Kotiranta Lake",13,0.03,23
"974","Kotiranta Lake",14,0.03,24
"975","Kotiranta Lake",15,0.03,25
"976","Kotiranta Lake",16,0.03,26
"977","Kotiranta Lake",17,0.03,27
"978","Kotiranta Lake",18,0.03,28
"979","Kotiranta Lake",19,0.03,29
"980","Kotiranta Lake",20,0.03,30
"981","Kotiranta Lake",21,0.03,31
"982","Kotiranta Lake",22,0.03,32
"983","Kotiranta Lake",23,0.03,33
"984","Kotiranta Lake",24,0.03,34
"985","Kotiranta Lake",25,0.03,35
"986","Kotiranta Lake",26,0.03,36
"987","Kotiranta Lake",27,0.03,37
"988","Kotiranta Lake",28,0.03,38
"989","Kotiranta Lake",29,0.03,39
"990","Kotiranta Lake",30,0.03,40
"991","Kotiranta Lake",31,0.03,41
"992","Kotiranta Lake",32,0.03,42
"993","Kotiranta Lake",33,0.03,43
"994","Kotiranta Lake",34,0.03,44
"995","Kotiranta Lake",35,0.03,45
"996","Kotiranta Lake",36,0.03,46
"997","Kotiranta Lake",37,0.03,47
"998","Kotiranta Lake",38,0.03,48
"999","Kotiranta Lake",39,0.03,49
"1000","Kotiranta Lake",40,0.03,50
"1001","Lake Ann",41,0.03,1
"1002","Lake Ann",42,0.03,2
"1003","Lake Ann",43,0.03,3
"1004","Lake Ann",44,0.03,4
"1005","Lake Ann",45,0.03,5
"1006","Lake Ann",46,0.03,6
"1007","Lake Ann",47,0.03,7
"1008","Lake Ann",48,0.03,8
"1009","Lake Ann",49,0.03,9
"1010","Lake Ann",50,0.03,10
"1011","Lake Ann",51,0.03,11
"1012","Lake Ann",52,0.03,12
"1013","Lake Ann",53,0.03,13
"1014","Lake Ann",54,0.03,14
"1015","Lake Ann",55,0.03,15
"1016","Lake Ann",56,0.03,16
"1017","Lake Ann",57,0.03,17
"1018","Lake Ann",58,0.03,18
"1019","Lake Ann",59,0.03,19
"1020","Lake Ann",60,0.03,20
"1021","Lake Ann",61,0.03,21
"1022","Lake Ann",62,0.03,22
"1023","Lake Ann",63,0.03,23
"1024","Lake Ann",64,0.03,24
"1025","Lake Ann",1,0.03,25
"1026","Lake Ann",2,0.03,26
"1027","Lake Ann",3,0.03,27
"1028","Lake Ann",4,0.03,28
"1029","Lake Ann",5,0.03,29
"1030","Lake Ann",6,0.03,30
"1031","Lake Ann",7,0.03,31
"1032","Lake Ann",8,0.03,32
"1033","Lake Ann",9,0.03,33
"1034","Lake Ann",10,0.03,34
"1035","Lake Ann",11,0.03,35
"1036","Lake Ann",12,0.03,36
"1037","Lake Ann",13,0.03,37
"1038","Lake Ann",14,0.03,38
"1039","Lake Ann",15,0.03,39
"1040","Lake Ann",16,0.03,40
"1041","Lake Ann",17,0.03,41
"1042","Lake Ann",18,0.03,42
"1043","Lake Ann",19,0.03,43
"1044","Lake Ann",20,0.03,44
"1045","Lake Ann",21,0.03,45
"1046","Lake Ann",22,0.03,46
"1047","Lake Ann",23,0.03,47
"1048","Lake Ann",24,0.03,48
"1049","Lake Ann",25,0.03,49
"1050","Lake Ann",26,0.03,50
"1051","Lily Lake",27,0.03,1
"1052","Lily Lake",28,0.03,2
"1053","Lily Lake",29,0.03,3
"1054","Lily Lake",30,0.03,4
"1055","Lily Lake",31,0.03,5
"1056","Lily Lake",32,0.03,6
"1057","Lily Lake",33,0.03,7
"1058","Lily Lake",34,0.03,8
"1059","Lily Lake",35,0.03,9
"1060","Lily Lake",36,0.03,10
"1061","Lily Lake",37,0.03,11
"1062","Lily Lake",38,0.03,12
"1063","Lily Lake",39,0.03,13
"1064","Lily Lake",40,0.03,14
"1065","Lily Lake",41,0.03,15
"1066","Lily Lake",42,0.03,16
"1067","Lily Lake",43,0.03,17
"1068","Lily Lake",44,0.03,18
"1069","Lily Lake",45,0.03,19
"1070","Lily Lake",46,0.03,20
"1071","Lily Lake",47,0.03,21
"1072","Lily Lake",48,0.03,22
"1073","Lily Lake",49,0.03,23
"1074","Lily Lake",50,0.03,24
"1075","Lily Lake",51,0.03,25
"1076","Lily Lake",52,0.03,26
"1077","Lily Lake",53,0.03,27
"1078","Lily Lake",54,0.03,28
"1079","Lily Lake",55,0.03,29
"1080","Lily Lake",56,0.03,30
"1081","Lily Lake",57,0.03,31
"1082","Lily Lake",58,0.03,32
"1083","Lily Lake",59,0.03,33
"1084","Lily Lake",60,0.03,34
"1085","Lily Lake",61,0.03,35
"1086","Lily Lake",62,0.03,36
"1087","Lily Lake",63,0.03,37
"1088","Lily Lake",64,0.03,38
"1089","Lily Lake",1,0.03,39
"1090","Lily Lake",2,0.03,40
"1091","Lily Lake",3,0.03,41
"1092","Lily Lake",4,0.03,42
"1093","Lily Lake",5,0.03,43
"1094","Lily Lake",6,0.03,44
"1095","Lily Lake",7,0.03,45
"1096","Lily Lake",8,0.03,46
"1097","Lily Lake",9,0.03,47
"1098","Lily Lake",10,0.03,48
"1099","Lily Lake",11,0.03,49
"1100","Lily Lake",12,0.03,50
"1101","Little Bass Lake",13,0.03,1
"1102","Little Bass Lake",14,0.03,2
"1103","Little Bass Lake",15,0.03,3
"1104","Little Bass Lake",16,0.03,4
"1105","Little Bass Lake",17,0.03,5
"1106","Little Bass Lake",18,0.03,6
"1107","Little Bass Lake",19,0.03,7
"1108","Little Bass Lake",20,0.03,8
"1109","Little Bass Lake",21,0.03,9
"1110","Little Bass Lake",22,0.03,10
"1111","Little Bass Lake",23,0.03,11
"1112","Little Bass Lake",24,0.03,12
"1113","Little Bass Lake",25,0.03,13
"1114","Little Bass Lake",26,0.03,14
"1115","Little Bass Lake",27,0.03,15
"1116","Little Bass Lake",28,0.03,16
"1117","Little Bass Lake",29,0.03,17
"1118","Little Bass Lake",30,0.03,18
"1119","Little Bass Lake",31,0.03,19
"1120","Little Bass Lake",32,0.03,20
"1121","Little Bass Lake",33,0.03,21
"1122","Little Bass Lake",34,0.03,22
"1123","Little Bass Lake",35,0.03,23
"1124","Little Bass Lake",36,0.03,24
"1125","Little Bass Lake",37,0.03,25
"1126","Little Bass Lake",38,0.03,26
"1127","Little Bass Lake",39,0.03,27
"1128","Little Bass Lake",40,0.03,28
"1129","Little Bass Lake",41,0.03,29
"1130","Little Bass Lake",42,0.03,30
"1131","Little Bass Lake",43,0.03,31
"1132","Little Bass Lake",44,0.03,32
"1133","Little Bass Lake",45,0.03,33
"1134","Little Bass Lake",46,0.03,34
"1135","Little Bass Lake",47,0.03,35
"1136","Little Bass Lake",48,0.03,36
"1137","Little Bass Lake",49,0.03,37
"1138","Little Bass Lake",50,0.03,38
"1139","Little Bass Lake",51,0.03,39
"1140","Little Bass Lake",52,0.03,40
"1141","Little Bass Lake",53,0.03,41
"1142","Little Bass Lake",54,0.03,42
"1143","Little Bass Lake",55,0.03,43
"1144","Little Bass Lake",56,0.03,44
"1145","Little Bass Lake",57,0.03,45
"1146","Little Bass Lake",58,0.03,46
"1147","Little Bass Lake",59,0.03,47
"1148","Little Bass Lake",60,0.03,48
"1149","Little Bass Lake",61,0.03,49
"1150","Little Bass Lake",62,0.03,50
"1151","Stewart's Dark Lake",63,0.03,1
"1152","Stewart's Dark Lake",64,0.03,2
"1153","Stewart's Dark Lake",1,0.03,3
"1154","Stewart's Dark Lake",2,0.03,4
"1155","Stewart's Dark Lake",3,0.03,5
"1156","Stewart's Dark Lake",4,0.03,6
"1157","Stewart's Dark Lake",5,0.03,7
"1158","Stewart's Dark Lake",6,0.03,8
"1159","Stewart's Dark Lake",7,0.03,9
"1160","Stewart's Dark Lake",8,0.03,10
"1161","Stewart's Dark Lake",9,0.03,11
"1162","Stewart's Dark Lake",10,0.03,12
"1163","Stewart's Dark Lake",11,0.03,13
"1164","Stewart's Dark Lake",12,0.03,14
"1165","Stewart's Dark Lake",13,0.03,15
"1166","Stewart's Dark Lake",14,0.03,16
"1167","Stewart's Dark Lake",15,0.03,17
"1168","Stewart's Dark Lake",16,0.03,18
"1169","Stewart's Dark Lake",17,0.03,19
"1170","Stewart's Dark Lake",18,0.03,20
"1171","Stewart's Dark Lake",19,0.03,21
"1172","Stewart's Dark Lake",20,0.03,22
"1173","Stewart's Dark Lake",21,0.03,23
"1174","Stewart's Dark Lake",22,0.03,24
"1175","Stewart's Dark Lake",23,0.03,25
"1176","Stewart's Dark Lake",24,0.03,26
"1177","Stewart's Dark Lake",25,0.03,27
"1178","Stewart's Dark Lake",26,0.03,28
"1179","Stewart's Dark Lake",27,0.03,29
"1180","Stewart's Dark Lake",28,0.03,30
"1181","Stewart's Dark Lake",29,0.03,31
"1182","Stewart's Dark Lake",30,0.03,32
"1183","Stewart's Dark Lake",31,0.03,33
"1184","Stewart's Dark Lake",32,0.03,34
"1185","Stewart's Dark Lake",33,0.03,35
"1186","Stewart's Dark Lake",34,0.03,36
"1187","Stewart's Dark Lake",35,0.03,37
"1188","Stewart's Dark Lake",36,0.03,38
"1189","Stewart's Dark Lake",37,0.03,39
"1190","Stewart's Dark Lake",38,0.03,40
"1191","Stewart's Dark Lake",39,0.03,41
"1192","Stewart's Dark Lake",40,0.03,42
"1193","Stewart's Dark Lake",41,0.03,43
"1194","Stewart's Dark Lake",42,0.03,44
"1195","Stewart's Dark Lake",43,0.03,45
"1196","Stewart's Dark Lake",44,0.03,46
"1197","Stewart's Dark Lake",45,0.03,47
"1198","Stewart's Dark Lake",46,0.03,48
"1199","Stewart's Dark Lake",47,0.03,49
"1200","Stewart's Dark Lake",48,0.03,50
"1201","Lake Mendota",49,0.03,1
"1202","Lake Mendota",50,0.03,2
"1203","Lake Mendota",51,0.03,3
"1204","Lake Mendota",52,0.03,4
"1205","Lake Mendota",53,0.03,5
"1206","Lake Mendota",54,0.03,6
"1207","Lake Mendota",55,0.03,7
"1208","Lake Mendota",56,0.03,8
"1209","Lake Mendota",57,0.03,9
"1210","Lake Mendota",58,0.03,10
"1211","Lake Mendota",59,0.03,11
"1212","Lake Mendota",60,0.03,12
"1213","Lake Mendota",61,0.03,13
"1214","Lake Mendota",62,0.03,14
"1215","Lake Mendota",63,0.03,15
"1216","Lake Mendota",64,0.03,16
"1217","Lake Mendota",1,0.03,17
"1218","Lake Mendota",2,0.03,18
"1219","Lake Mendota",3,0.03,19
"1220","Lake Mendota",4,0.03,20
"1221","Lake Mendota",5,0.03,21
"1222","Lake Mendota",6,0.03,22
"1223","Lake Mendota",7,0.03,23
"1224","Lake Mendota",8,0.03,24
"1225","Lake Mendota",9,0.03,25
"1226","Lake Mendota",10,0.03,26
"1227","Lake Mendota",11,0.03,27
"1228","Lake Mendota",12,0.03,28
"1229","Lake Mendota",13,0.03,29
"1230","Lake Mendota",14,0.03,30
"1231","Lake Mendota",15,0.03,31
"1232","Lake Mendota",16,0.03,32
"1233","Lake Mendota",17,0.03,33
"1234","Lake Mendota",18,0.03,34
"1235","Lake Mendota",19,0.03,35
"1236","Lake Mendota",20,0.03,36
"1237","Lake Mendota",21,0.03,37
"1238","Lake Mendota",22,0.03,38
"1239","Lake Mendota",23,0.03,39
"1240","Lake Mendota",24,0.03,40
"1241","Lake Mendota",25,0.03,41
"1242","Lake Mendota",26,0.03,42
"1243","Lake Mendota",27,0.03,43
"1244","Lake Mendota",28,0.03,44
"1245","Lake Mendota",29,0.03,45
"1246","Lake Mendota",30,0.03,46
"1247","Lake Mendota",31,0.03,47
"1248","Lake Mendota",32,0.03,48
"1249","Lake Mendota",33,0.03,49
"1250","Lake Mendota",34,0.03,50
"1251","Lake Minnie",35,0.03,1
"1252","Lake Minnie",36,0.03,2
"1253","Lake Minnie",37,0.03,3
"1254","Lake Minnie",38,0.03,4
"1255","Lake Minnie",39,0.03,5
"1256","Lake Minnie",40,0.03,6
"1257","Lake Minnie",41,0.03,7
"1258","Lake Minnie",42,0.03,8
"1259","Lake Minnie",43,0.03,9
"1260","Lake Minnie",44,0.03,10
"1261","Lake Minnie",45,0.03,11
"1262","Lake Minnie",46,0.03,12
"1263","Lake Minnie",47,0.03,13
"1264","Lake Minnie",48,0.03,14
"1265","Lake Minnie",49,0.03,15
"1266","Lake Minnie",50,0.03,16
"1267","Lake Minnie",51,0.03,17
"1268","Lake Minnie",52,0.03,18
"1269","Lake Minnie",53,0.03,19
"1270","Lake Minnie",54,0.03,20
"1271","Lake Minnie",55,0.03,21
"1272","Lake Minnie",56,0.03,22
"1273","Lake Minnie",57,0.03,23
"1274","Lake Minnie",58,0.03,24
"1275","Lake Minnie",59,0.03,25
"1276","Lake Minnie",60,0.03,26
"1277","Lake Minnie",61,0.03,27
"1278","Lake Minnie",62,0.03,28
"1279","Lake Minnie",63,0.03,29
"1280","Lake Minnie",64,0.03,30
"1281","Lake Minnie",1,0.03,31
"1282","Lake Minnie",2,0.03,32
"1283","Lake Minnie",3,0.03,33
"1284","Lake Minnie",4,0.03,34
"1285","Lake Minnie",5,0.03,35
"1286","Lake Minnie",6,0.03,36
"1287","Lake Minnie",7,0.03,37
"1288","Lake Minnie",8,0.03,38
"1289","Lake Minnie",9,0.03,39
"1290","Lake Minnie",10,0.03,40
"1291","Lake Minnie",11,0.03,41
"1292","Lake Minnie",12,0.03,42
"1293","Lake Minnie",13,0.03,43
"1294","Lake Minnie",14,0.03,44
"1295","Lake Minnie",15,0.03,45
"1296","Lake Minnie",16,0.03,46
"1297","Lake Minnie",17,0.03,47
"1298","Lake Minnie",18,0.03,48
"1299","Lake Minnie",19,0.03,49
"1300","Lake Minnie",20,0.03,50
"1301","Mud Lake",21,0.03,1
"1302","Mud Lake",22,0.03,2
"1303","Mud Lake",23,0.03,3
"1304","Mud Lake",24,0.03,4
"1305","Mud Lake",25,0.03,5
"1306","Mud Lake",26,0.03,6
"1307","Mud Lake",27,0.03,7
"1308","Mud Lake",28,0.03,8
"1309","Mud Lake",29,0.03,9
"1310","Mud Lake",30,0.03,10
"1311","Mud Lake",31,0.03,11
"1312","Mud Lake",32,0.03,12
"1313","Mud Lake",33,0.03,13
"1314","Mud Lake",34,0.03,14
"1315","Mud Lake",35,0.03,15
"1316","Mud Lake",36,0.03,16
"1317","Mud Lake",37,0.03,17
"1318","Mud Lake",38,0.03,18
"1319","Mud Lake",39,0.03,19
"1320","Mud Lake",40,0.03,20
"1321","Mud Lake",41,0.03,21
"1322","Mud Lake",42,0.03,22
"1323","Mud Lake",43,0.03,23
"1324","Mud Lake",44,0.03,24
"1325","Mud Lake",45,0.03,25
"1326","Mud Lake",46,0.03,26
"1327","Mud Lake",47,0.03,27
"1328","Mud Lake",48,0.03,28
"1329","Mud Lake",49,0.03,29
"1330","Mud Lake",50,0.03,30
"1331","Mud Lake",51,0.03,31
"1332","Mud Lake",52,0.03,32
"1333","Mud Lake",53,0.03,33
"1334","Mud Lake",54,0.03,34
"1335","Mud Lake",55,0.03,35
"1336","Mud Lake",56,0.03,36
"1337","Mud Lake",57,0.03,37
"1338","Mud Lake",58,0.03,38
"1339","Mud Lake",59,0.03,39
"1340","Mud Lake",60,0.03,40
"1341","Mud Lake",61,0.03,41
"1342","Mud Lake",62,0.03,42
"1343","Mud Lake",63,0.03,43
"1344","Mud Lake",64,0.03,44
"1345","Mud Lake",1,0.03,45
"1346","Mud Lake",2,0.03,46
"1347","Mud Lake",3,0.03,47
"1348","Mud Lake",4,0.03,48
"1349","Mud Lake",5,0.03,49
"1350","Mud Lake",6,0.03,50
"1351","Myrtle Lake",7,0.03,1
"1352","Myrtle Lake",8,0.03,2
"1353","Myrtle Lake",9,0.03,3
"1354","Myrtle Lake",10,0.03,4
"1355","Myrtle Lake",11,0.03,5
"1356","Myrtle Lake",12,0.03,6
"1357","Myrtle Lake",13,0.03,7
"1358","Myrtle Lake",14,0.03,8
"1359","Myrtle Lake",15,0.03,9
"1360","Myrtle Lake",16,0.03,10
"1361","Myrtle Lake",17,0.03,11
"1362","Myrtle Lake",18,0.03,12
"1363","Myrtle Lake",19,0.03,13
"1364","Myrtle Lake",20,0.03,14
"1365","Myrtle Lake",21,0.03,15
"1366","Myrtle Lake",22,0.03,16
"1367","Myrtle Lake",23,0.03,17
"1368","Myrtle Lake",24,0.03,18
"1369","Myrtle Lake",25,0.03,19
"1370","Myrtle Lake",26,0.03,20
"1371","Myrtle Lake",27,0.03,21
"1372","Myrtle Lake",28,0.03,22
"1373","Myrtle Lake",29,0.03,23
"1374","Myrtle Lake",30,0.03,24
"1375","Myrtle Lake",31,0.03,25
"1376","Myrtle Lake",32,0.03,26
"1377","Myrtle Lake",33,0.03,27
"1378","Myrtle Lake",34,0.03,28
"1379","Myrtle Lake",35,0.03,29
"1380","Myrtle Lake",36,0.03,30
"1381","Myrtle Lake",37,0.03,31
"1382","Myrtle Lake",38,0.03,32
"1383","Myrtle Lake",39,0.03,33
"1384","Myrtle Lake",40,0.03,34
"1385","Myrtle Lake",41,0.03,35
"1386","Myrtle Lake",42,0.03,36
"1387","Myrtle Lake",43,0.03,37
"1388","Myrtle Lake",44,0.03,38
"1389","Myrtle Lake",45,0.03,39
"1390","Myrtle Lake",46,0.03,40
"1391","Myrtle Lake",47,0.03,41
"1392","Myrtle Lake",48,0.03,42
"1393","Myrtle Lake",49,0.03,43
"1394","Myrtle Lake",50,0.03,44
"1395","Myrtle Lake",51,0.03,45
"1396","Myrtle Lake",52,0.03,46
"1397","Myrtle Lake",53,0.03,47
"1398","Myrtle Lake",54,0.03,48
"1399","Myrtle Lake",55,0.03,49
"1400","Myrtle Lake",56,0.03,50
"1401","Pogonia Bog Pond",57,0.03,1
"1402","Pogonia Bog Pond",58,0.03,2
"1403","Pogonia Bog Pond",59,0.03,3
"1404","Pogonia Bog Pond",60,0.03,4
"1405","Pogonia Bog Pond",61,0.03,5
"1406","Pogonia Bog Pond",62,0.03,6
"1407","Pogonia Bog Pond",63,0.03,7
"1408","Pogonia Bog Pond",64,0.03,8
"1409","Pogonia Bog Pond",1,0.03,9
"1410","Pogonia Bog Pond",2,0.03,10
